screen_id,provider_id,doi,title,publication_date,type,venue,first_author,author_count,language,abstract_available,membership,query_indices,raw_page,item_index,raw_sha256
S07408,https://openalex.org/W2931331493,10.1038/s41467-019-09509-y,A chloroplast structured photocatalyst enabled by microwave synthesis,2019-04-05,article,Nature Communications,Shuning Xiao,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,84,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07409,https://openalex.org/W2931705710,10.1002/cssc.201802828,Front Cover: Highly Active Bifunctional Electrocatalysts for Oxygen Evolution and Reduction in Zn–Air Batteries (ChemSusChem 24/2018),2018-12-14,paratext,ChemSusChem,Sung‐Wook Kim,8,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2018-01-01_2018-12-31/attempt_000001/page_000004.json,71,8e61eb8a4a83f6e969518c6b78c693c395049bdafc7be6c188fb59a28063c4ac
S07410,https://openalex.org/W2931726642,10.3390/min9040212,"U-Pb Ages, O Isotope Compositions, Raman Spectrum, and Geochemistry of Cassiterites from the Xi’ao Copper-Tin Polymetallic Deposit in Gejiu District, Yunnan Province",2019-03-31,article,Minerals,Yuehua Zhao,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,55,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07411,https://openalex.org/W2931817634,10.5204/thesis.eprints.126972,Electrochemical Synthesis of Water Splitting Nanomaterials,2019-01-01,dissertation,Queensland University of Technology,Ummul K. Sultana,1,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2019-01-01_2019-12-31/attempt_000001/page_000001.json,1,ff43ca034efebfeea7c898495037f14edf09b9d6e1beafacf684d94377ca5828
S07412,https://openalex.org/W2931818384,,Metal oxide/carbon materials as catalysts for the elimination of pollutants,2018-01-01,dissertation,Tesis Doctorals en Xarxa (Consorci de Serveis Universitaris de Catalunya),Hesham Hamad,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2018-01-01_2018-12-31/attempt_000001/page_000001.json,74,62ce73ca5154f6d5530832a9857ba43a51e2137036265d079d05743cf4e4484c
S07413,https://openalex.org/W2931853139,10.1038/s41598-019-41792-z,Extremely Large Magnetic-Field-Effects on the Impedance Response of TiO2 Quantum Dots,2019-03-29,article,Scientific Reports,Dominique Mombrú,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,52,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07414,https://openalex.org/W2932029098,10.1007/s12274-019-2383-y,Towards maximized utilization of iridium for the acidic oxygen evolution reaction,2019-03-28,article,Nano Research,Marc Ledendecker,12,en,True,BOTH,1;2;3;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,48,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07415,https://openalex.org/W29321594,,IDeMCroP: development of an integrated fine scale system for informed decision making in sustainable crop protection,2013-01-01,article,,Vittorio Rossi,3,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000001.json,43,04a9afe721bb9a78af3fa50c2c3132d3405e1c5098a076183d0da2ee8a3877d1
S07416,https://openalex.org/W2932320660,10.1186/s11671-019-2941-y,Tailoring Cell Morphomechanical Perturbations Through Metal Oxide Nanoparticles,2019-03-28,article,Nanoscale Research Letters,Valeria De Matteis,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,46,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07417,https://openalex.org/W2932497400,10.1098/rsta.2017.0463,Transient absorption spectroscopy using high harmonic generation: a review of ultrafast X-ray dynamics in molecules and solids,2019-04-01,article,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,Romain Géneaux,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,64,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07418,https://openalex.org/W2932582995,10.1039/c9cp01131e,How water flips at charged titanium dioxide: an SFG-study on the water–TiO 2 interface,2019-01-01,article,Physical Chemistry Chemical Physics,Simon J. Schlegel,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000003.json,16,73d4228ea0e1a99fb068d17bfb9b3c4618c85474928bfc5372c0d1ed505b18dc
S07419,https://openalex.org/W2932680780,10.1016/j.coelec.2019.03.016,Insights into electrocatalysis from ambient pressure photoelectron spectroscopy,2019-04-05,review,Current Opinion in Electrochemistry,Viktoriia A. Saveleva,2,en,False,BOTH,1;2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,83,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07420,https://openalex.org/W2932712067,,Investigation of Mn and Ti based self-forming barriers for future back-end-of-the-line interconnects,2019-03-01,other,Arrow@dit (Dublin Institute of Technology),V. Selvaraju,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000005.json,55,63ccc1cceb8d4c0680557e61d2f921cc9140a7c1bbc6726cc310906ae839a9ab
S07421,https://openalex.org/W2932777424,10.4995/thesis/10251/114828,Photoredox catalysis for environmental and chemical applications. A mechanistically-based approach.,2018-11-19,dissertation,,Rebeca Martínez Haya,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2018-01-01_2018-12-31/attempt_000001/page_000012.json,28,2db46757a4fbd277afe37acb35c7509d5f3f9fdc2af4e89e4beff5ae0fcbe741
S07422,https://openalex.org/W2932807673,10.3390/catal9040323,Characterization and Effect of Ag(0) vs. Ag(I) Species and Their Localized Plasmon Resonance on Photochemically Inactive TiO2,2019-04-02,article,Catalysts,Chanel Tri Handoko,10,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,71,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07423,https://openalex.org/W2932818748,,Graphene/Silicon Schottky Junction Based Solar Cells,2018-01-01,dissertation,eScholarship (California Digital Library),Serdar Yavuz,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2018-01-01_2018-12-31/attempt_000001/page_000002.json,88,d3425d660a45cff3fd0c78dc27e9c8a72bd4a41ccc2d5cf7797123aff1b7ca14
S07424,https://openalex.org/W2932868588,,Making Ceramic Membranes Used in Redox Flow Batteries with Sol-gel Process,2018-07-31,dissertation,ResearchWorks at the University of Washington (University of Washington),Canfeng Wei,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2018-01-01_2018-12-31/attempt_000001/page_000009.json,22,ea7a23b7ea95a9b8d02b504134120c122f2764508de0fb915eeec320e3277058
S07425,https://openalex.org/W2933036439,10.1186/s13036-019-0162-7,Electrical energy storage with engineered biological systems,2019-05-03,article,Journal of Biological Engineering,Farshid Salimijazi,3,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2019-01-01_2019-12-31/attempt_000001/page_000003.json,16,f067014ad94f603e0b1e22cf25de1336ebb52ada7eb1e30f1beacd80b2ace092
S07426,https://openalex.org/W2933100598,10.1186/s40645-019-0271-4,Drastic effect of shearing on graphite microtexture: attention and application to Earth science,2019-03-05,article,Progress in Earth and Planetary Science,Yui Kouketsu,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000005.json,71,63ccc1cceb8d4c0680557e61d2f921cc9140a7c1bbc6726cc310906ae839a9ab
S07427,https://openalex.org/W2933184896,10.1002/cssc.201900754,Amorphous CoFe Double Hydroxides Decorated with N‐Doped CNTs for Efficient Electrochemical Oxygen Evolution,2019-04-04,article,ChemSusChem,Yang Liu,8,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,61,43cb22905c8c557d28704da77d576ff9e473e229027ee0790688f5be41b744a0
S07428,https://openalex.org/W2933383910,10.1002/cctc.201900090,Oxygen‐Deficient Ti0.9Nb0.1O2‐x as an Efficient Anodic Catalyst Support for PEM Water Electrolyzer,2019-03-28,article,ChemCatChem,Hong Lv,7,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,47,43cb22905c8c557d28704da77d576ff9e473e229027ee0790688f5be41b744a0
S07429,https://openalex.org/W2933408092,10.1039/c9nh00100j,Theory-guided materials design: two-dimensional MXenes in electro- and photocatalysis,2019-01-01,article,Nanoscale Horizons,Albertus D. Handoko,3,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2019-01-01_2019-12-31/attempt_000001/page_000001.json,87,ff43ca034efebfeea7c898495037f14edf09b9d6e1beafacf684d94377ca5828
S07430,https://openalex.org/W2934174195,10.1088/1742-6596/1184/1/012006,Phase Transition Evaluation of a Medium Using Acoustic Reverberation Time,2019-03-01,conference-paper,Journal of Physics Conference Series,Hossep Achdjian,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000005.json,61,63ccc1cceb8d4c0680557e61d2f921cc9140a7c1bbc6726cc310906ae839a9ab
S07431,https://openalex.org/W2934375565,10.5267/j.ccl.2019.2.001,A survey on application of mesoporous materials in chemistry,2019-01-01,article,Current Chemistry Letters,Seyed Jafar Sadjadi,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,68,26aaf0016dd87fed837d44b31c2703ddc44abfa784ff423464506de735f15229
S07432,https://openalex.org/W2934466871,10.48550/arxiv.1904.01389,Human Mars Mission Architecture -- Plan to Settle the Red Planet with 1000 People,2019-04-02,preprint,arXiv (Cornell University),Malaya Kumar Biswal M,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,68,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07433,https://openalex.org/W2934491891,10.1002/adfm.201901154,Ru–Ru2PΦNPC and NPC@RuO2 Synthesized via Environment‐Friendly and Solid‐Phase Phosphating Process by Saccharomycetes as N/P Sources and Carbon Template for Overall Water Splitting in Acid Electrolyte,2019-04-03,article,Advanced Functional Materials,Jiayuan Yu,10,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,76,d963b1dbb14f8e65a7d457ec34e7917948ec029892ad4550376d596e39703b0d
S07434,https://openalex.org/W2934681180,10.3389/fchem.2019.00202,A Practical Guide to Surface Kinetic Monte Carlo Simulations,2019-04-09,article,Frontiers in Chemistry,Mie Andersen,3,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,83,d963b1dbb14f8e65a7d457ec34e7917948ec029892ad4550376d596e39703b0d
S07435,https://openalex.org/W2934743107,10.1016/j.ultsonch.2019.03.022,"A sono-photocatalyst for humic acid removal from water: Operational parameters, kinetics and mechanism",2019-03-29,article,Ultrasonics Sonochemistry,Nannan Geng,6,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,4,e172bc7572158f744f5ad849891491a7158141c9f0c80d667c4e526394cc771b
S07436,https://openalex.org/W2934763390,10.3390/polym11040629,Synthesis and Characterization of 3-DOM IrO2 Electrocatalysts Templated by PMMA for Oxygen Evolution Reaction,2019-04-04,article,Polymers,Fei Liu,6,en,True,BOTH,1;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,77,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07437,https://openalex.org/W2934772270,10.1016/j.electacta.2019.03.196,"Highly reactive N,N′-carbonyldiimidazole-tailored bifunctional electrocatalyst for oxygen reduction and oxygen evolution",2019-03-30,article,Electrochimica Acta,Wenli Xin,7,en,False,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,54,43cb22905c8c557d28704da77d576ff9e473e229027ee0790688f5be41b744a0
S07438,https://openalex.org/W2934925554,,Nanocomposite cathode of lithium and transition metal compounds for lithium secondary batteries,2018-01-01,dissertation,,정성균,1,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2018-01-01_2018-12-31/attempt_000001/page_000001.json,75,62ce73ca5154f6d5530832a9857ba43a51e2137036265d079d05743cf4e4484c
S07439,https://openalex.org/W2934971222,10.1016/j.electacta.2019.04.011,Electrocatalyst derived from fungal hyphae and its excellent activity for electrochemical production of hydrogen peroxide,2019-04-04,article,Electrochimica Acta,Hai‐Xia Zhang,8,en,False,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,63,43cb22905c8c557d28704da77d576ff9e473e229027ee0790688f5be41b744a0
S07440,https://openalex.org/W2935123843,10.12794/metadc1404610,Design Principles for Metal-Coordinated Frameworks as Electrocatalysts for Energy Storage and Conversion,2018-12-01,dissertation,,Chun‐Yu Lin,1,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2018-01-01_2018-12-31/attempt_000001/page_000004.json,61,8e61eb8a4a83f6e969518c6b78c693c395049bdafc7be6c188fb59a28063c4ac
S07441,https://openalex.org/W2935181679,10.1016/j.ijhydene.2019.03.019,Tailoring electrochemical efficiency of hydrogen evolution by fine tuning of TiOx/RuOx composite cathode architecture,2019-03-28,article,International Journal of Hydrogen Energy,Fedor S. Fedorov,10,en,False,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,45,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07442,https://openalex.org/W2935434151,10.1088/1361-6528/ab15f0,Built-in electric field promotes photoexcitation separation and depletion of most carriers in TiO 2 :C UV detectors,2019-04-04,article,Nanotechnology,Kanzhe Li,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,78,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07443,https://openalex.org/W2935623757,10.1038/s41467-019-09568-1,Enhanced carbon dioxide electrolysis at redox manipulated interfaces,2019-04-04,article,Nature Communications,Wenyuan Wang,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,79,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07444,https://openalex.org/W2935719089,10.1007/s40843-019-9416-7,Stretchable SnO2-CdS interlaced-nanowire film ultraviolet photodetectors,2019-04-11,article,Science China Materials,Ludong Li,5,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000006.json,99,da4433aa5b03177674a2736626aa4c07268cdefa704a3471ae4c5aef5982c19a
S07445,https://openalex.org/W2935743231,10.25082/cr.2019.01.004,"In Vivo Study of Gold-Nanoparticles Using Different Extracts for kidney, liver function and Photocatalytic Application",2019-04-12,article,Chemical Reports,Muhammad Isa Khan,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000007.json,1,db190ce12b1864c72ba8477b5c25fc5fed8b092ec2ab5941028c530656a13250
S07446,https://openalex.org/W2935821024,10.1371/journal.pone.0215339,Enhanced hydrogen evolution from CuOx-C/TiO2 with multiple electron transport pathways,2019-04-15,article,PLoS ONE,Xiuying Huang,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000007.json,5,db190ce12b1864c72ba8477b5c25fc5fed8b092ec2ab5941028c530656a13250
S07447,https://openalex.org/W2935906821,10.1016/j.apcatb.2019.04.042,Impact of rutile and anatase phase on the photocatalytic decomposition of lactic acid,2019-04-15,article,Applied Catalysis B: Environmental,Annika Holm,6,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2019-01-01_2019-12-31/attempt_000001/page_000007.json,6,db190ce12b1864c72ba8477b5c25fc5fed8b092ec2ab5941028c530656a13250
S07448,https://openalex.org/W2935910293,10.32657/10220/48007,Noble metal nanomaterials with novel crystal phase : syntheses and catalytic applications,2018-01-01,dissertation,,Ye Chen,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2018-01-01_2018-12-31/attempt_000001/page_000001.json,76,62ce73ca5154f6d5530832a9857ba43a51e2137036265d079d05743cf4e4484c
S07449,https://openalex.org/W2935985745,10.1016/j.electacta.2019.04.126,Exploring oxygen electrocatalytic activity and pseudocapacitive behavior of Co3O4 nanoplates in alkaline solutions,2019-04-20,article,Electrochimica Acta,Peng Tan,6,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2019-01-01_2019-12-31/attempt_000001/page_000002.json,90,d963b1dbb14f8e65a7d457ec34e7917948ec029892ad4550376d596e39703b0d
